"","id","date","lon","lat","x","y","x.se","y.se","logit_g","logit_g.se","g"
"9296","Selkie",2025-04-10 06:00:00,1.54116952546297,50.2356775937202,171.562206800649,6454.32722405727,1.13855259787224,0.847432388508864,1.14108849138088,1.62819622185207,0.757879431273514
"9297","Selkie",2025-04-10 08:00:00,1.53642128981343,50.2380887381419,171.033635625975,6454.74570917463,0.392373014526877,0.292266889966489,1.16474954162409,1.65162944912547,0.762194659835754
"9298","Selkie",2025-04-10 10:00:00,1.52977491960605,50.23923578245,170.293765078867,6454.94480093372,0.195720483477943,0.128629859377686,1.30087719545159,1.63382807168799,0.785982576584569
"9299","Selkie",2025-04-10 12:00:00,1.53147866875986,50.2375875048354,170.483425567108,6454.65871193714,0.0324076166449143,0.0243437754925606,1.33576285699796,1.66572111748665,0.791792281242162
"9300","Selkie",2025-04-10 14:00:00,1.52861606746154,50.2372093306371,170.164762248234,6454.5930742291,2.36505764943251,1.76404153912327,1.53612117655234,1.81487419392669,0.822900150796858
"9301","Selkie",2025-04-10 16:00:00,1.53418746825302,50.2373999169435,170.784967747348,6454.62615322721,0.0102753139971901,0.00805976918819375,1.73705314899619,1.8895735190744,0.850312373689178
"9302","Selkie",2025-04-10 18:00:00,1.53551192983566,50.2559290911759,170.932406136302,6457.84279335022,3.00893343293272,1.96555268067599,1.90259929296822,1.91028891586232,0.870185431545837
"9303","Selkie",2025-04-10 20:00:00,1.55560063105215,50.2898561694046,173.168670126421,6463.73575102746,3.41740679945511,2.30943384636693,2.0829621898809,1.92593267469087,0.889236131447051
"9304","Selkie",2025-04-10 22:00:00,1.59251357279849,50.2524606318773,177.277800005305,6457.24057773332,2.58216266002666,1.57800855588204,2.20972309372991,1.89675442681463,0.901119256288054
"9305","Selkie",2025-04-11,1.56749215237773,50.2478411897497,174.492428225141,6456.43858971358,2.58834196832808,1.67661687201242,2.2697505829461,1.87524822385915,0.90634061756703
"9306","Selkie",2025-04-11 02:00:00,1.54520857857789,50.2388170891669,172.011832136689,6454.8721280457,1.64928706445001,1.20217220323931,2.45434128809205,1.79704958225365,0.920878341748199
"9307","Selkie",2025-04-11 04:00:00,1.52480529533748,50.2410023603102,169.740549035855,6455.25143416394,1.19794704144826,0.893465464592197,2.54795173478421,1.73317222407028,0.927435789790128
"9308","Selkie",2025-04-11 06:00:00,1.53423464792012,50.2396264833864,170.790219763865,6455.01261574927,0.619835174872052,0.45994876313867,2.65616751261471,1.63251475240665,0.934390105813505
"9309","Selkie",2025-04-11 08:00:00,1.48463044990473,50.2475057011239,165.268305699583,6456.38034809336,1.92023904399197,1.29233285471165,2.75434124020403,1.51538185729,0.940158059047282
"9310","Selkie",2025-04-11 10:00:00,1.45253251703695,50.2506397712311,161.695180157225,6456.92444615268,1.79330069475851,1.162064794493,2.85503700869979,1.38668033209765,0.945578468895842
"9311","Selkie",2025-04-11 12:00:00,1.34411966717199,50.2409005309662,149.626716914811,6455.23375885531,1.31486092148623,0.956317834585014,2.92574278364164,1.29069356573331,0.949104422044435
"9312","Selkie",2025-04-11 14:00:00,1.19639224561323,50.2518883549118,133.181775570686,6457.14121966033,0.0481512986170289,0.0356681271898243,2.92944141416812,1.27909764049975,0.94928278871559
