Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:33:43,50.7515,-6.3742,683,112,318,39,105,,,4,81,36,68,194,176,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:34:28,50.7515,-6.3742,683,112,318,39,105,,,8,81,60,68,194,208,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:35:14,50.7515,-6.3742,683,112,318,39,105,,,20,81,53,7,225,150,66,132,117,184,60,117,27,136,30,114,171,183,56,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:36:00,50.7515,-6.3742,683,112,318,39,105,,,16,81,60,4,195,16,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,MC,3,35,09-Mar-2025,22:25:45,50.7515,-6.3742,,401677855,-120,58,0,09-Mar-2025,22:36:45,50.7515,-6.3742,683,112,318,39,105,,,12,81,51,69,44,78,174,52,123,88,29,80,224,5,115,119,165,81,53,,,,,,,,,,,,,
17343,238971,19,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,22:58:00,50.7508,-6.3742,619,164,226,118,91,,,16,177,46,196,200,16,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,22:59:32,50.7508,-6.3742,619,164,226,118,91,,,0,177,62,132,200,80,0,15,130,2,2,111,0,0,124,16,0,155,248,,,,,,,,,,,,,
17343,238971,19,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,23:00:46,50.7508,-6.3742,619,164,226,118,91,,,20,177,8,132,211,80,0,15,130,2,192,13,97,220,233,128,52,64,161,,,,,,,,,,,,,
17343,238971,19,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,23:01:31,50.7508,-6.3742,619,164,226,118,91,,,28,177,54,196,200,112,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,23:02:16,50.7508,-6.3742,619,164,226,118,91,,,24,177,14,132,200,144,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,27,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,23:03:02,50.7508,-6.3742,619,164,226,118,91,,,201,166,225,34,79,198,25,131,216,48,29,18,30,8,226,212,62,133,107,89,40,126,156,166,130,80,206,,,,,
17343,238971,19,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,23:03:48,50.7508,-6.3742,619,164,226,118,91,,,4,177,6,196,200,176,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,23:06:03,50.7508,-6.3742,619,164,226,118,91,,,16,240,158,132,201,16,0,7,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,31,NP,3,36,09-Mar-2025,23:01:16,50.7508,-6.3742,,401677856,-130,58,0,09-Mar-2025,23:08:19,50.7508,-6.3742,619,164,226,118,91,,,42,76,128,238,238,238,238,238,238,238,238,238,238,238,238,121,76,96,238,238,227,17,57,55,119,119,199,191,18,69,36,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:12:51,50.7516,-6.3727,453,130,260,65,79,,,28,224,132,157,181,67,57,50,126,162,142,176,242,209,111,98,44,37,206,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:13:36,50.7516,-6.3727,453,130,260,65,79,,,24,145,46,4,202,144,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:14:21,50.7516,-6.3727,453,130,260,65,79,,,4,145,38,68,202,177,16,51,156,215,221,144,125,251,193,231,247,236,3,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:15:06,50.7516,-6.3727,453,130,260,65,79,,,8,145,62,68,202,208,18,21,104,165,27,180,142,47,146,74,172,50,13,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:15:51,50.7516,-6.3727,453,130,260,65,79,,,20,145,54,4,202,242,10,138,73,21,19,110,133,184,55,228,218,236,207,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:16:37,50.7516,-6.3727,453,130,260,65,79,,,16,145,62,4,203,16,0,15,130,18,2,127,32,4,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:17:22,50.7516,-6.3727,453,130,260,65,79,,,12,145,54,68,203,48,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:18:53,50.7516,-6.3727,453,130,260,65,79,,,28,145,38,4,203,112,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:19:39,50.7516,-6.3727,453,130,260,65,79,,,16,209,47,196,204,16,0,15,130,2,2,127,0,2,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,NN,3,37,09-Mar-2025,23:14:43,50.7516,-6.3727,,401677856,-127,56,0,09-Mar-2025,23:20:24,50.7516,-6.3727,453,130,260,65,79,,,12,209,39,132,204,48,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,O3,3,38,09-Mar-2025,23:23:16,50.7501,-6.3723,,401677856,-123,56,0,09-Mar-2025,23:18:53,50.7501,-6.3723,683,112,338,36,71,,,28,145,38,4,203,112,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
17343,238971,19,O3,3,38,09-Mar-2025,23:23:16,50.7501,-6.3723,,401677856,-123,56,0,09-Mar-2025,23:19:39,50.7501,-6.3723,683,112,338,36,71,,,16,209,47,196,204,16,0,15,130,2,2,127,0,0,124,16,16,19,248,,,,,,,,,,,,,
